Input,Output,Id
"Aside from many problems about presentation and also technical issues, the contribution of the paper is unknown and marginal and I do not believe that it advances Graphics state of the art.",Confirmed,ROU8iV22sb
The paper is clearly below the GI acceptance bar.,Confirmed,ROU8iV22sb
"However, I think the paper would need either (1) more thorough experimental results (see comments above, points 2 and 3 of weaknesses) or (2) more justifications for its existence (see comments above, point 1 of weaknesses).",Confirmed,ryxHNSeUtS
many results are not reliable.,Not concerning,B1ePMbbcnQ
remove the detection methods: I did not find any real conclusion about them but they are definitely side-tracking users away from the main results.,Confirmed,B1ePMbbcnQ
basing conclusion on only one or two attacks is dangerous,Not concerning,B1ePMbbcnQ
"Also, taking into account that the paper is two pages longer and thus calls for higher standards",Confirmed,B1ePMbbcnQ
I had some difficulty to understand the paper because of its presentation and writing (see below).,Maybe,rJRfJZKxf
I think the writing needs to be improved on the following points:,Maybe,rJRfJZKxf
The abstract doesn't fit well the content of the paper.,Confirmed,rJRfJZKxf
value iteration is presented as a learning algorithm (which in my opinion is not),Confirmed,rJRfJZKxf
The typos and other issues should be fixed:,Maybe,rJRfJZKxf
"If the results are not cherry picked, this is a very important contribution -- which I would like to see as a follow up conference paper.",Maybe,iKhsMiVcUA
The paper suffers from several disadvantages (ranging in importance from minor to more fundamental) that however IMHO can be improved upon mostly quickly as they are mostly aspects of presentation.,Confirmed,SelEHbD6xq
"Furthermore, 12 pages of appendix over 5 pages of main paper seems disproportionate to what I would believe the workshop organizers intended with the original statement on limitations for the submissions.",Confirmed,SelEHbD6xq
"Nonetheless, I've considered the complete appendix for my review, but have noted for myself to be aware of potential biases or unfairness when reviewing other papers for OSC that do not violate the given limitations and recommendations.",Confirmed,SelEHbD6xq
"This is certainly not the first paper on this topic, but the novelty of this approach is the weighted Dice coefficient, which puts special emphasis on the regions near the lobe boundary.",Confirmed,ySEkG5pcaB
"This is not completely novel, as something similar was done already in Gerard et al.",Confirmed,ySEkG5pcaB
Also this paper doesn't have a large amount of data.,Maybe,ySEkG5pcaB
The authors suggest that AI Planning could be used in the (surprise surprise) planning step of the cloud migration process.,Not concerning,SkldKJN1oN
The paper should be rejected for the following reasons.,Confirmed,HyggZ2a-5S
The paper severely lacks in relation to relevant related work.,Confirmed,HyggZ2a-5S
Half(!) of the 14 referenced papers are by the author himself.,Confirmed,HyggZ2a-5S
This can be verified since the double blind review process is compromised as the paper links to code in the author’s public github account.,Confirmed,HyggZ2a-5S
"Some reported results are already known in the literature and the paper gives the impression that these results are new, especially that the authors give the proofs.",Confirmed,hF6gXS_asmk
"Page 5, concerning the quadratic example: this is a trivial case and the only case where one can hope the lower bound to match the upper bound.",Maybe,hF6gXS_asmk
Equation (20): for me this one of the main results of the paper. But I did not see its proof anywhere?,Confirmed,hF6gXS_asmk
"I had trouble to understand some parts of this paper, since some of the sentences do not make sense to me.",Confirmed,BkgYfE5o3Q
the major problem of this paper is that it uses the data processing inequality (DPI) in a **wrong** way.,Maybe,BkgYfE5o3Q
"I find this to be an over-claim, as the agent doesn’t pause (it can’t) and doesn’t plan (for any common definition of planning).",Confirmed,lF-NjoDyDrY
"However, given that there are plenty of arbitrary choices when training an RNN, I believe the results are not particularly explanatory.",Confirmed,lF-NjoDyDrY
"For these reasons, I am voting for a weak reject now and conditional on the authors' rebuttal, I might increase my score later.",Maybe,BkgEMMW937
"Given the amount of change required to address these modifications, I am not sure about the quality of the final work, so I keep my score the same.",Maybe,BkgEMMW937
"Overall, assumptions that both the generative model and the classifier behave when encountered by unseen inputs, as is required by the proposal, are somewhat ""swept under the rug"".",Confirmed,B_WxplDBJfc
"While the authors do address these points, I do take some issue with the following statement ""modern deep generative models and classifiers can indeed satisfy the above requirements for many practical usecases (Denton et al., 2019; Brown et al., 2020)."" There is plenty of evidence that classifiers generically are not calibrated, especially w.r.t. distribution shift.",Not concerning,B_WxplDBJfc
Simply citing the two works above while omitting the body of literature which highlights the brittleness of both generative models and classifiers is a fairly drastic omission.,Maybe,B_WxplDBJfc
"Citations and related work needs to be improved, i.e. statements like this ""In addition to standard assumptions from causality (unconfoundedness, positivity, SUTVA)"" are not very helpful at the very least without citations which readers can consult for the details.",Not concerning,B_WxplDBJfc
"I'm not sure I agree with the fact that the full-rank properties are ""minimal assumptions"".",Not concerning,tah6z7YJH_
My main concern of this approach is I'm not sure if the method is image-specific or not.,Not concerning,SJek4zZ45V
If this is the case there wouldn't be much conclusion which can be drawn from the results.,Confirmed,SJek4zZ45V
Omitting such a chapter severely limits not only the reproducibility of the work but its full understanding.,Maybe,r1xjRtB1cB
"For example, does the EA have sufficient population size to contribute significantly to the process, or is it just performing as a fancy version of Random Weight Guessing?",Confirmed,r1xjRtB1cB
My final rating after rebuttal will vary wildly depending on the ability to cover such an important piece of information.,Maybe,r1xjRtB1cB
The hyperparameters of the evolutionary algorithm look completely unoptimized.,Confirmed,r1xjRtB1cB
"The ""standard neuroevolutionary algorithm"" from 2006 presented as baseline has not been state-of-the-art for over a decade.",Confirmed,r1xjRtB1cB
The fundamental claim is thereby unsustainable by current results.,Confirmed,r1xjRtB1cB
it is my personal belief however that accepting this work in such a premature stage (and with an incorrect claim) could stunt further research in this direction.,Confirmed,r1xjRtB1cB
The manuscript can be substantially improved if the authors provide more evidence for their claims about ML research directions.,Not concerning,1C9kgdJt2JO
